,FIPS,State,Region,County,Health Outcomes Z-Score,Health Outcomes Rank,Health Factors Z-Score,Health Factors Rank
1,1000,Alabama,,NA,NA,NA,NA,NA
2,1001,Alabama,Autauga,Autauga,-1.168636221,6,-0.520427782,9
3,1003,Alabama,Baldwin,Baldwin,-1.723888041,2,-0.801405349,3
4,1005,Alabama,Barbour,Barbour,0.221573046,45,0.535883929,56
5,1007,Alabama,Bibb,Bibb,-8.83E-02,34,-8.17E-02,29
6,1009,Alabama,Blount,Blount,-0.278726224,24,-0.273886875,20
7,1011,Alabama,Bullock,Bullock,0.915880515,56,1.008675906,66
8,1013,Alabama,Butler,Butler,1.435676511,64,0.587359358,58
9,1015,Alabama,Calhoun,Calhoun,7.84E-02,42,-3.14E-02,33
10,1017,Alabama,Chambers,Chambers,0.162764398,44,-3.06E-02,34
11,1019,Alabama,Cherokee,Cherokee,-5.21E-02,37,-0.397208927,16
12,1021,Alabama,Chilton,Chilton,-0.57431897,15,-1.40E-02,35
13,1023,Alabama,Choctaw,Choctaw,0.474037581,52,9.63E-02,45
14,1025,Alabama,Clarke,Clarke,0.400500132,49,0.398947323,53
15,1027,Alabama,Clay,Clay,-0.242848622,25,0.112630775,47
16,1029,Alabama,Cleburne,Cleburne,-0.400210389,21,-0.135851572,25
17,1031,Alabama,Coffee,Coffee,-1.325739923,4,-0.56213381,8
18,1033,Alabama,Colbert,Colbert,-0.400898131,20,-0.450543103,13
19,1035,Alabama,Conecuh,Conecuh,0.66349585,53,0.672162231,59
20,1037,Alabama,Coosa,Coosa,0.858000979,55,0.223344443,52
21,1039,Alabama,Covington,Covington,-1.25E-02,38,-0.162693534,22
22,1041,Alabama,Crenshaw,Crenshaw,-0.433123948,18,7.69E-02,43
23,1043,Alabama,Cullman,Cullman,-0.560291307,16,-0.379381407,17
24,1045,Alabama,Dale,Dale,-0.38221623,23,-0.230874806,21
25,1047,Alabama,Dallas,Dallas,1.834528487,65,0.856130287,64
26,1049,Alabama,DeKalb,DeKalb,-0.134128391,29,1.29E-02,38
27,1051,Alabama,Elmore,Elmore,-1.096978913,8,-0.458743212,12
28,1053,Alabama,Escambia,Escambia,0.422364811,50,0.479755791,55
29,1055,Alabama,Etowah,Etowah,-6.50E-03,39,-6.67E-02,32
30,1057,Alabama,Fayette,Fayette,-0.425317182,19,-7.55E-02,30
31,1059,Alabama,Franklin,Franklin,-0.103022075,32,-1.12E-02,36
32,1061,Alabama,Geneva,Geneva,-0.171981522,28,0.105217755,46
33,1063,Alabama,Greene,Greene,1.224055973,61,0.81130452,62
34,1065,Alabama,Hale,Hale,0.939190697,57,0.441236664,54
35,1067,Alabama,Henry,Henry,-0.717666033,13,-0.403636915,15
36,1069,Alabama,Houston,Houston,-0.579486453,14,-0.445159191,14
37,1071,Alabama,Jackson,Jackson,-8.21E-02,36,-0.121447676,26
38,1073,Alabama,Jefferson,Jefferson,-0.233972513,26,-0.513946293,10
39,1075,Alabama,Lamar,Lamar,0.292119998,47,-0.284244175,19
40,1077,Alabama,Lauderdale,Lauderdale,-0.810265974,10,-0.754890718,4
41,1079,Alabama,Lawrence,Lawrence,-7.63E-04,40,4.58E-02,40
42,1081,Alabama,Lee,Lee,-1.521755765,3,-0.592485898,5
43,1083,Alabama,Limestone,Limestone,-1.248446732,5,-0.589785351,6
44,1085,Alabama,Lowndes,Lowndes,1.98384327,66,0.942044016,65
45,1087,Alabama,Macon,Macon,1.115969882,59,0.758146878,61
46,1089,Alabama,Madison,Madison,-1.152665395,7,-0.881441158,2
47,1091,Alabama,Marengo,Marengo,0.720031342,54,0.207190268,51
48,1093,Alabama,Marion,Marion,-0.119770498,30,-0.106777137,28
49,1095,Alabama,Marshall,Marshall,-0.473988554,17,-7.02E-02,31
50,1097,Alabama,Mobile,Mobile,-8.62E-02,35,9.11E-02,44
51,1099,Alabama,Monroe,Monroe,1.022339907,58,0.57977989,57
52,1101,Alabama,Montgomery,Montgomery,-0.213157964,27,-0.117444987,27
53,1103,Alabama,Morgan,Morgan,-0.82424086,9,-0.503817657,11
54,1105,Alabama,Perry,Perry,2.116438114,67,0.816422063,63
55,1107,Alabama,Pickens,Pickens,5.65E-02,41,-0.153301181,23
56,1109,Alabama,Pike,Pike,-9.22E-02,33,1.72E-02,39
57,1111,Alabama,Randolph,Randolph,-0.393365134,22,2.39E-03,37
58,1113,Alabama,Russell,Russell,0.129279452,43,0.168219135,49
59,1115,Alabama,St. Clair,St. Clair,-0.774431297,11,-0.372569438,18
60,1117,Alabama,Shelby,Shelby,-2.293538016,1,-1.207346362,1
61,1119,Alabama,Sumter,Sumter,1.359682866,63,0.708041203,60
62,1121,Alabama,Talladega,Talladega,0.348479502,48,0.120837447,48
63,1123,Alabama,Tallapoosa,Tallapoosa,0.240069938,46,-0.139479915,24
64,1125,Alabama,Tuscaloosa,Tuscaloosa,-0.719259671,12,-0.571102735,7
65,1127,Alabama,Walker,Walker,1.309007991,62,6.30E-02,42
66,1129,Alabama,Washington,Washington,0.462942552,51,0.18862235,50
67,1131,Alabama,Wilcox,Wilcox,1.205993026,60,1.09210321,67
68,1133,Alabama,Winston,Winston,-0.118847457,31,4.72E-02,41
69,2000,Alaska,,NA,NA,NA,NA,NA
70,2013,Alaska,Aleutians East,NA,NA,NR,NA,NR
71,2016,Alaska,Aleutians West,NA,9.07E-02,17,-0.277251581,10
72,2020,Alaska,Anchorage,NA,-0.338328693,10,-0.496767399,5
73,2050,Alaska,Bethel,NA,0.850337105,21,0.856862441,24
74,2060,Alaska,Bristol Bay,NA,NA,NR,NA,NR
75,2068,Alaska,Denali,NA,-0.183229084,12,-0.36028818,8
76,2070,Alaska,Dillingham,NA,0.734433328,20,0.320431248,19
77,2090,Alaska,Fairbanks North Star,NA,-0.595849472,6,-0.524203358,3
78,2100,Alaska,Haines,NA,-0.179156312,13,-0.497714338,4
79,2105,Alaska,Hoonah-Angoon,NA,2.11E-02,15,9.19E-02,16
80,2110,Alaska,Juneau,NA,-0.709240238,3,-0.700017789,1
81,2122,Alaska,Kenai Peninsula,NA,-0.492606738,8,-0.274891886,11
82,2130,Alaska,Ketchikan Gateway,NA,-0.357271623,9,-0.319832222,9
83,2150,Alaska,Kodiak Island,NA,-1.051631702,1,-0.427326161,7
84,2158,Alaska,Kusilvak,NA,1.903164899,25,1.135965397,25
85,2164,Alaska,Lake and Peninsula,NA,0.245748629,19,0.504279748,20
86,2170,Alaska,Matanuska-Susitna,NA,-0.527007559,7,-0.250176694,12
87,2180,Alaska,Nome,NA,0.8701086,22,0.841025702,23
88,2185,Alaska,North Slope,NA,3.42E-02,16,0.200648036,18
89,2188,Alaska,Northwest Arctic,NA,1.285425213,24,0.782243245,22
90,2195,Alaska,Petersburg,NA,-0.233987978,11,-0.46949954,6
91,2198,Alaska,Prince of Wales-Hyder,NA,0.106888648,18,0.194517022,17
92,2220,Alaska,Sitka,NA,-0.627152718,5,-0.641353197,2
93,2230,Alaska,Skagway,NA,NA,NR,NA,NR
94,2240,Alaska,Southeast Fairbanks,NA,-1.042485801,2,-0.100143926,15
95,2261,Alaska,Valdez-Cordova,NA,-0.647862735,4,-0.153230268,14
96,2275,Alaska,Wrangell,NA,-9.18E-02,14,-0.162207158,13
97,2282,Alaska,Yakutat,NA,NA,NR,NA,NR
98,2290,Alaska,Yukon-Koyukuk,NA,0.905128763,23,0.729490346,21
99,4000,Arizona,,NA,NA,NA,NA,NA
100,4001,Arizona,Apache,Apache,1.508701118,15,1.250702054,15
101,4003,Arizona,Cochise,Cochise,-0.224806098,8,-0.33752959,6
102,4005,Arizona,Coconino,Coconino,-0.101937599,9,-0.510579301,2
103,4007,Arizona,Gila,Gila,1.051712459,13,0.196603728,10
104,4009,Arizona,Graham,Graham,-1.23E-02,10,-0.143599803,7
105,4011,Arizona,Greenlee,Greenlee,-0.743157362,3,-0.46075321,3
106,4012,Arizona,La Paz,La Paz,0.657250049,12,0.429378307,13
107,4013,Arizona,Maricopa,Maricopa,-0.837584304,2,-0.445963545,4
108,4015,Arizona,Mohave,Mohave,0.155656638,11,0.216470551,11
109,4017,Arizona,Navajo,Navajo,1.37773677,14,0.559942694,14
110,4019,Arizona,Pima,Pima,-0.531944077,4,-0.420958128,5
111,4021,Arizona,Pinal,Pinal,-0.502532428,5,-7.39E-02,8
112,4023,Arizona,Santa Cruz,Santa Cruz,-0.477450911,6,-3.79E-02,9
113,4025,Arizona,Yavapai,Yavapai,-0.415680491,7,-0.537556346,1
114,4027,Arizona,Yuma,Yuma,-0.903616551,1,0.311605622,12
115,5000,Arkansas,,NA,NA,NA,NA,NA
116,5001,Arkansas,Arkansas,Arkansas,0.284313038,52,-2.96E-02,44
117,5003,Arkansas,Ashley,Ashley,0.197938584,49,0.280274576,60
118,5005,Arkansas,Baxter,Baxter,-0.985478157,7,-0.791731264,3
119,5007,Arkansas,Benton,Benton,-2.094515728,1,-0.986012626,1
120,5009,Arkansas,Boone,Boone,-0.853504066,9,-0.595340071,5
121,5011,Arkansas,Bradley,Bradley,0.534819233,60,0.302451021,61
122,5013,Arkansas,Calhoun,Calhoun,0.327874056,53,-0.229387169,21
123,5015,Arkansas,Carroll,Carroll,-0.38473389,25,-0.394722436,12
124,5017,Arkansas,Chicot,Chicot,1.261057381,71,0.800155284,71
125,5019,Arkansas,Clark,Clark,-0.181711714,32,-0.411542685,11
126,5021,Arkansas,Clay,Clay,2.72E-02,42,0.271501515,59
127,5023,Arkansas,Cleburne,Cleburne,-0.424644715,23,-0.413602446,10
128,5025,Arkansas,Cleveland,Cleveland,-5.57E-02,36,-0.329110261,16
129,5027,Arkansas,Columbia,Columbia,0.193324424,48,-7.90E-03,45
130,5029,Arkansas,Conway,Conway,-0.218067466,30,-6.37E-02,36
131,5031,Arkansas,Craighead,Craighead,-0.541249298,18,-0.367105585,14
132,5033,Arkansas,Crawford,Crawford,-0.621299021,16,-0.296540211,19
133,5035,Arkansas,Crittenden,Crittenden,1.198777186,70,0.384008667,62
134,5037,Arkansas,Cross,Cross,0.647042073,64,1.57E-02,46
135,5039,Arkansas,Dallas,Dallas,3.03E-02,44,-7.59E-02,35
136,5041,Arkansas,Desha,Desha,1.844877466,73,0.777789136,70
137,5043,Arkansas,Drew,Drew,0.377538485,56,0.103546695,52
138,5045,Arkansas,Faulkner,Faulkner,-1.145354251,5,-0.514675826,7
139,5047,Arkansas,Franklin,Franklin,0.493736434,59,-0.232077506,20
140,5049,Arkansas,Fulton,Fulton,-0.122493161,33,-0.316946253,18
141,5051,Arkansas,Garland,Garland,-1.01E-02,39,-0.217882666,23
142,5053,Arkansas,Grant,Grant,-0.914454711,8,-0.558645545,6
143,5055,Arkansas,Greene,Greene,-0.305128435,28,-0.379582116,13
144,5057,Arkansas,Hempstead,Hempstead,-2.76E-02,37,0.195103776,55
145,5059,Arkansas,Hot Spring,Hot Spring,0.110073507,46,-8.82E-02,32
146,5061,Arkansas,Howard,Howard,6.24E-02,45,4.79E-02,48
147,5063,Arkansas,Independence,Independence,-0.462758924,19,-0.43238066,8
148,5065,Arkansas,Izard,Izard,-0.114154352,34,-8.24E-02,33
149,5067,Arkansas,Jackson,Jackson,0.554020092,62,0.668588172,69
150,5069,Arkansas,Jefferson,Jefferson,1.04943409,69,0.50006933,67
151,5071,Arkansas,Johnson,Johnson,-0.426828482,22,-4.13E-02,40
152,5073,Arkansas,Lafayette,Lafayette,0.183989294,47,0.493454633,66
153,5075,Arkansas,Lawrence,Lawrence,1.52E-02,41,-3.19E-02,43
154,5077,Arkansas,Lee,Lee,0.819196607,66,1.132104255,74
155,5079,Arkansas,Lincoln,Lincoln,-0.289837928,29,0.226025745,57
156,5081,Arkansas,Little River,Little River,-6.76E-02,35,0.210811331,56
157,5083,Arkansas,Logan,Logan,-1.12E-02,38,-3.93E-02,42
158,5085,Arkansas,Lonoke,Lonoke,-0.814648171,10,-0.3554738,15
159,5087,Arkansas,Madison,Madison,0.211456379,50,-6.37E-02,37
160,5089,Arkansas,Marion,Marion,-0.184498175,31,-0.158914051,27
161,5091,Arkansas,Miller,Miller,0.355893895,55,0.230905982,58
162,5093,Arkansas,Mississippi,Mississippi,1.317322302,72,0.91067369,72
163,5095,Arkansas,Monroe,Monroe,2.26645435,75,0.601828163,68
164,5097,Arkansas,Montgomery,Montgomery,-1.155290363,4,-3.93E-02,41
165,5099,Arkansas,Nevada,Nevada,0.328855053,54,2.37E-02,47
166,5101,Arkansas,Newton,Newton,-0.706332546,13,-0.169142655,26
167,5103,Arkansas,Ouachita,Ouachita,0.6187464,63,0.170128042,54
168,5105,Arkansas,Perry,Perry,-0.676264477,14,-0.318571481,17
169,5107,Arkansas,Phillips,Phillips,2.127122172,74,1.233559633,75
170,5109,Arkansas,Pike,Pike,-0.994345921,6,-4.41E-02,39
171,5111,Arkansas,Poinsett,Poinsett,0.846770742,67,0.492486633,65
172,5113,Arkansas,Polk,Polk,-0.346488353,27,-0.11685737,29
173,5115,Arkansas,Pope,Pope,-0.754264763,11,-0.226245816,22
174,5117,Arkansas,Prairie,Prairie,-0.441983937,20,-9.08E-02,31
175,5119,Arkansas,Pulaski,Pulaski,-0.734723169,12,-0.415818799,9
176,5121,Arkansas,Randolph,Randolph,0.272056149,51,-9.54E-02,30
177,5123,Arkansas,St. Francis,St. Francis,0.903967923,68,0.911090293,73
178,5125,Arkansas,Saline,Saline,-1.563808974,2,-0.885570656,2
179,5127,Arkansas,Scott,Scott,0.544659727,61,8.64E-02,51
180,5129,Arkansas,Searcy,Searcy,-0.364170781,26,-0.203431172,24
181,5131,Arkansas,Sebastian,Sebastian,-0.557931803,17,-0.198683451,25
182,5133,Arkansas,Sevier,Sevier,-0.439958632,21,0.108569068,53
183,5135,Arkansas,Sharp,Sharp,0.754856127,65,5.33E-02,49
184,5137,Arkansas,Stone,Stone,2.80E-02,43,-4.87E-02,38
185,5139,Arkansas,Union,Union,0.4271472,57,8.26E-02,50
186,5141,Arkansas,Van Buren,Van Buren,-0.385652775,24,-8.11E-02,34
187,5143,Arkansas,Washington,Washington,-1.433194229,3,-0.703955724,4
188,5145,Arkansas,White,White,-0.627462413,15,-0.125811573,28
189,5147,Arkansas,Woodruff,Woodruff,0.459058937,58,0.432700195,64
190,5149,Arkansas,Yell,Yell,5.35E-03,40,0.415561239,63
191,6000,California,,NA,NA,NA,NA,NA
192,6001,California,Alameda,Alameda,-0.845761902,7,-0.72658903,5
193,6003,California,Alpine,Alpine,0.234212367,33,0.528953047,49
194,6005,California,Amador,Amador,-0.202917616,25,-0.432521446,14
195,6007,California,Butte,Butte,0.412116831,43,0.140086843,33
196,6009,California,Calaveras,Calaveras,-0.207431585,23,-0.156521431,23
197,6011,California,Colusa,Colusa,9.42E-02,30,0.464320654,44
198,6013,California,Contra Costa,Contra Costa,-0.771672521,10,-0.640585028,9
199,6015,California,Del Norte,Del Norte,0.604854241,45,0.494783948,48
200,6017,California,El Dorado,El Dorado,-0.574402644,17,-0.64441278,8
201,6019,California,Fresno,Fresno,0.678472341,48,0.590986915,51
202,6021,California,Glenn,Glenn,0.31018077,35,0.493453877,47
203,6023,California,Humboldt,Humboldt,0.642664032,47,0.154116551,34
204,6025,California,Imperial,Imperial,4.74E-02,29,1.030861502,58
205,6027,California,Inyo,Inyo,0.842027263,50,-8.56E-02,26
206,6029,California,Kern,Kern,0.86861047,52,0.905087826,57
207,6031,California,Kings,Kings,0.21928707,32,0.768168896,55
208,6033,California,Lake,Lake,1.49422906,58,0.612367593,52
209,6035,California,Lassen,Lassen,0.383200884,42,0.402854411,43
210,6037,California,Los Angeles,Los Angeles,-0.373792144,21,0.109050299,32
211,6039,California,Madera,Madera,0.337108602,38,0.738051526,54
212,6041,California,Marin,Marin,-1.508894156,1,-1.101032727,1
213,6043,California,Mariposa,Mariposa,0.511517958,44,2.86E-02,28
214,6045,California,Mendocino,Mendocino,0.377442361,41,0.300710038,38
215,6047,California,Merced,Merced,0.357853044,39,0.689126363,53
216,6049,California,Modoc,Modoc,1.143038992,55,0.464774094,45
217,6051,California,Mono,Mono,-0.565620062,18,-0.179499172,22
218,6053,California,Monterey,Monterey,-0.217713465,22,0.213433737,36
219,6055,California,Napa,Napa,-0.82103438,8,-0.540645113,11
220,6057,California,Nevada,Nevada,-0.600961649,16,-0.410171727,16
221,6059,California,Orange,Orange,-1.078510479,5,-0.6816362,7
222,6061,California,Placer,Placer,-1.167284972,4,-1.052702917,3
223,6063,California,Plumas,Plumas,1.094410256,54,-1.14E-02,27
224,6065,California,Riverside,Riverside,-5.67E-02,26,0.154266143,35
225,6067,California,Sacramento,Sacramento,2.48E-02,28,-0.135107774,24
226,6069,California,San Benito,San Benito,-0.45445497,20,-0.116594148,25
227,6071,California,San Bernardino,San Bernardino,0.368778322,40,0.355108115,41
228,6073,California,San Diego,San Diego,-0.717946051,13,-0.317348195,18
229,6075,California,San Francisco,San Francisco,-0.930514332,6,-0.69316505,6
230,6077,California,San Joaquin,San Joaquin,0.242003305,34,0.325763557,40
231,6079,California,San Luis Obispo,San Luis Obispo,-0.666266572,14,-0.630068879,10
232,6081,California,San Mateo,San Mateo,-1.316807061,2,-1.075062601,2
233,6083,California,Santa Barbara,Santa Barbara,-0.462968954,19,-0.312543287,19
234,6085,California,Santa Clara,Santa Clara,-1.236541751,3,-0.993931189,4
235,6087,California,Santa Cruz,Santa Cruz,-0.757003249,12,-0.365917374,17
236,6089,California,Shasta,Shasta,0.628128007,46,5.82E-02,29
237,6091,California,Sierra,Sierra,0.310988304,36,7.87E-02,30
238,6093,California,Siskiyou,Siskiyou,1.309576542,57,0.248476068,37
239,6095,California,Solano,Solano,-0.20534145,24,-0.203085699,21
240,6097,California,Sonoma,Sonoma,-0.788435167,9,-0.517689017,12
241,6099,California,Stanislaus,Stanislaus,0.336316347,37,0.321646933,39
242,6101,California,Sutter,Sutter,0.138992436,31,0.107863523,31
243,6103,California,Tehama,Tehama,0.749757171,49,0.362912515,42
244,6105,California,Trinity,Trinity,1.282933885,56,0.480799469,46
245,6107,California,Tulare,Tulare,0.917846114,53,0.829524501,56
246,6109,California,Tuolumne,Tuolumne,6.36E-03,27,-0.231459199,20
247,6111,California,Ventura,Ventura,-0.761542219,11,-0.428417775,15
248,6113,California,Yolo,Yolo,-0.655268187,15,-0.480452799,13
249,6115,California,Yuba,Yuba,0.867054563,51,0.570893609,50
250,8000,Colorado,,NA,NA,NA,NA,NA
251,8001,Colorado,Adams,Adams,-0.113021402,30,0.413197864,47
252,8003,Colorado,Alamosa,Alamosa,1.22722739,55,0.423581789,48
253,8005,Colorado,Arapahoe,Arapahoe,-0.592249011,11,-0.264868,19
254,8007,Colorado,Archuleta,Archuleta,-0.379201816,19,-0.12856611,26
255,8009,Colorado,Baca,Baca,-0.119624417,29,0.304648333,45
256,8011,Colorado,Bent,Bent,1.085065154,53,0.726381779,56
257,8013,Colorado,Boulder,Boulder,-0.983769627,4,-0.725734014,4
258,8014,Colorado,Broomfield,Broomfield,-0.950561512,5,-0.801036858,3
259,8015,Colorado,Chaffee,Chaffee,-0.340835307,22,-0.506618535,9
260,8017,Colorado,Cheyenne,Cheyenne,-9.00E-02,31,-6.98E-03,30
261,8019,Colorado,Clear Creek,Clear Creek,-0.713573963,9,-0.417109443,14
262,8021,Colorado,Conejos,Conejos,1.593928296,58,0.390181701,46
263,8023,Colorado,Costilla,Costilla,1.425897938,57,0.810721386,58
264,8025,Colorado,Crowley,Crowley,0.268011405,47,0.845335765,59
265,8027,Colorado,Custer,Custer,0.199236978,44,-0.113335838,27
266,8029,Colorado,Delta,Delta,0.186468704,42,0.276605776,44
267,8031,Colorado,Denver,Denver,-0.212738835,25,0.178665294,39
268,8033,Colorado,Dolores,Dolores,0.729510204,50,3.55E-02,32
269,8035,Colorado,Douglas,Douglas,-1.453531693,1,-0.928227766,1
270,8037,Colorado,Eagle,Eagle,-1.155873111,3,-0.53838263,8
271,8039,Colorado,Elbert,Elbert,-0.723595363,8,-0.340262397,18
272,8041,Colorado,El Paso,El Paso,-1.40E-02,36,3.66E-02,33
273,8043,Colorado,Fremont,Fremont,0.266414253,46,0.487555338,50
274,8045,Colorado,Garfield,Garfield,-0.514679175,14,-8.16E-02,28
275,8047,Colorado,Gilpin,Gilpin,-6.03E-02,33,-0.399299867,15
276,8049,Colorado,Grand,Grand,-0.373504654,20,-0.43312681,13
277,8051,Colorado,Gunnison,Gunnison,-0.501067072,15,-0.438199456,12
278,8053,Colorado,Hinsdale,Hinsdale,NA,NR,NA,NR
279,8055,Colorado,Huerfano,Huerfano,1.2519608,56,0.534277951,52
280,8057,Colorado,Jackson,Jackson,NA,NR,NA,NR
281,8059,Colorado,Jefferson,Jefferson,-0.821640974,7,-0.446437569,11
282,8061,Colorado,Kiowa,Kiowa,0.187126071,43,2.87E-02,31
283,8063,Colorado,Kit Carson,Kit Carson,-0.167662237,28,0.118795701,35
284,8065,Colorado,Lake,Lake,0.111211398,40,9.40E-02,34
285,8067,Colorado,La Plata,La Plata,-0.56407367,13,-0.254980071,20
286,8069,Colorado,Larimer,Larimer,-0.631093897,10,-0.470806813,10
287,8071,Colorado,Las Animas,Las Animas,1.806230932,60,0.673559816,55
288,8073,Colorado,Lincoln,Lincoln,-0.459292667,16,0.154120329,37
289,8075,Colorado,Logan,Logan,5.32E-02,38,0.182415399,40
290,8077,Colorado,Mesa,Mesa,-6.25E-02,32,0.254671335,42
291,8079,Colorado,Mineral,Mineral,NA,NR,NA,NR
292,8081,Colorado,Moffat,Moffat,-4.86E-03,37,0.222731198,41
293,8083,Colorado,Montezuma,Montezuma,0.674653447,49,0.586945625,53
294,8085,Colorado,Montrose,Montrose,8.82E-02,39,0.164034087,38
295,8087,Colorado,Morgan,Morgan,0.118754051,41,0.140888632,36
296,8089,Colorado,Otero,Otero,1.015203286,52,0.750412034,57
297,8091,Colorado,Ouray,Ouray,-2.30E-02,35,-0.610122731,7
298,8093,Colorado,Park,Park,-0.17012804,27,-0.389100551,16
299,8095,Colorado,Phillips,Phillips,-0.322188838,23,-0.375821895,17
300,8097,Colorado,Pitkin,Pitkin,-1.183041992,2,-0.813433878,2
301,8099,Colorado,Prowers,Prowers,0.306912332,48,0.505599057,51
302,8101,Colorado,Pueblo,Pueblo,1.159211826,54,0.630429786,54
303,8103,Colorado,Rio Blanco,Rio Blanco,-0.352638679,21,-0.252406357,21
304,8105,Colorado,Rio Grande,Rio Grande,0.8970202,51,0.468626053,49
305,8107,Colorado,Routt,Routt,-0.564843808,12,-0.656578848,5
306,8109,Colorado,Saguache,Saguache,1.649913504,59,0.922041905,60
307,8111,Colorado,San Juan,San Juan,NA,NR,NA,NR
308,8113,Colorado,San Miguel,San Miguel,-0.237008278,24,-0.235067632,22
309,8115,Colorado,Sedgwick,Sedgwick,-0.210774681,26,0.271466064,43
310,8117,Colorado,Summit,Summit,-0.846003544,6,-0.655315719,6
311,8119,Colorado,Teller,Teller,-3.10E-02,34,-0.193696214,23
312,8121,Colorado,Washington,Washington,0.203736374,45,-0.138744798,24
313,8123,Colorado,Weld,Weld,-0.447982294,18,-1.56E-02,29
314,8125,Colorado,Yuma,Yuma,-0.452865796,17,-0.131043125,25
315,9000,Connecticut,,NA,NA,NA,NA,NA
316,9001,Connecticut,Fairfield,Fairfield,-1.21033726,1,-0.239713509,4
317,9003,Connecticut,Hartford,Hartford,0.583238874,6,8.75E-02,5
318,9005,Connecticut,Litchfield,Litchfield,-0.346235159,4,-0.27769811,3
319,9007,Connecticut,Middlesex,Middlesex,-0.583721144,3,-0.598270959,1
320,9009,Connecticut,New Haven,New Haven,0.791033457,7,0.585410432,7
321,9011,Connecticut,New London,New London,0.30865511,5,0.244033669,6
322,9013,Connecticut,Tolland,Tolland,-0.705648634,2,-0.575765464,2
323,9015,Connecticut,Windham,Windham,1.163014755,8,0.774543334,8
324,10000,Delaware,,NA,NA,NA,NA,NA
325,10001,Delaware,Kent,Kent,0.579214019,3,0.392111433,3
326,10003,Delaware,New Castle,New Castle,-0.654516242,1,-0.46265434,1
327,10005,Delaware,Sussex,Sussex,7.53E-02,2,7.05E-02,2
328,11000,District of Columbia,,NA,NA,NA,NA,NA
329,11001,District of Columbia,District of Columbia,District of Columbia,0,1,0,1
330,12000,Florida,,NA,NA,NA,NA,NA
331,12001,Florida,Alachua,Alachua,-0.400011502,26,-0.703775201,5
332,12003,Florida,Baker,Baker,0.544216814,49,0.172230497,41
333,12005,Florida,Bay,Bay,0.311094906,44,9.96E-02,37
334,12007,Florida,Bradford,Bradford,1.198849932,64,0.38456754,49
335,12009,Florida,Brevard,Brevard,-0.182038082,32,-0.420999059,18
336,12011,Florida,Broward,Broward,-0.734845422,11,-0.499278164,12
337,12013,Florida,Calhoun,Calhoun,0.745527249,55,0.51282641,57
338,12015,Florida,Charlotte,Charlotte,-0.328770754,28,-0.522225372,11
339,12017,Florida,Citrus,Citrus,0.79506372,57,0.158959676,39
340,12019,Florida,Clay,Clay,-0.381373554,27,-0.417649788,19
341,12021,Florida,Collier,Collier,-1.606023417,2,-0.673446271,6
342,12023,Florida,Columbia,Columbia,1.083430367,61,0.399906631,50
343,12027,Florida,DeSoto,DeSoto,5.60E-02,38,0.494603259,55
344,12029,Florida,Dixie,Dixie,1.139856843,63,0.786245951,62
345,12031,Florida,Duval,Duval,0.358762538,45,-7.89E-02,34
346,12033,Florida,Escambia,Escambia,0.44308806,47,-0.132114063,29
347,12035,Florida,Flagler,Flagler,-0.530013769,17,-0.397561879,22
348,12037,Florida,Franklin,Franklin,-0.103031868,34,0.37983402,48
349,12039,Florida,Gadsden,Gadsden,1.214952219,65,0.946781141,66
350,12041,Florida,Gilchrist,Gilchrist,0.155362644,42,0.206482203,43
351,12043,Florida,Glades,Glades,0.1424945,41,0.487950618,54
352,12045,Florida,Gulf,Gulf,-0.185138335,31,8.29E-02,36
353,12047,Florida,Hamilton,Hamilton,0.853467456,58,0.792732562,63
354,12049,Florida,Hardee,Hardee,-0.430158637,25,0.835166269,64
355,12051,Florida,Hendry,Hendry,0.202394055,43,0.93111055,65
356,12053,Florida,Hernando,Hernando,1.54E-02,37,-8.37E-02,33
357,12055,Florida,Highlands,Highlands,0.360239946,46,0.324313088,44
358,12057,Florida,Hillsborough,Hillsborough,-0.504431146,19,-0.35376858,24
359,12059,Florida,Holmes,Holmes,0.504942297,48,0.402765438,51
360,12061,Florida,Indian River,Indian River,-0.649067637,14,-0.458414523,16
361,12063,Florida,Jackson,Jackson,0.549777652,50,0.603451669,60
362,12065,Florida,Jefferson,Jefferson,0.75334647,56,0.346401467,45
363,12067,Florida,Lafayette,Lafayette,8.82E-02,39,0.204023656,42
364,12069,Florida,Lake,Lake,-0.437105632,24,-0.415475796,20
365,12071,Florida,Lee,Lee,-0.602535713,16,-0.462591461,15
366,12073,Florida,Leon,Leon,-0.79774739,9,-0.37933089,23
367,12075,Florida,Levy,Levy,0.857227612,59,0.582264762,58
368,12077,Florida,Liberty,Liberty,-0.253574846,30,0.364947946,46
369,12079,Florida,Madison,Madison,1.126567764,62,0.504747913,56
370,12081,Florida,Manatee,Manatee,-0.636688542,15,-0.447037052,17
371,12083,Florida,Marion,Marion,0.681711111,53,0.137988951,38
372,12085,Florida,Martin,Martin,-1.133224095,4,-0.712022919,4
373,12086,Florida,Miami-Dade,Miami-Dade,-0.956263309,6,-9.21E-02,32
374,12087,Florida,Monroe,Monroe,-0.825593381,8,-0.54402799,8
375,12089,Florida,Nassau,Nassau,-0.14818866,33,-0.537664602,9
376,12091,Florida,Okaloosa,Okaloosa,-0.725083153,12,-0.473575533,14
377,12093,Florida,Okeechobee,Okeechobee,0.582653273,52,0.62439633,61
378,12095,Florida,Orange,Orange,-0.876514674,7,-0.405313079,21
